t,control/V/mA,V,I,Q discharge/mA.h,Q charge/mA.h,control/V,control/mA,cycle number
2360.6541121250484,1750.0,3.7640355,1749.498724699494,0.0,1147.000987920125,0.0,1750.0,1.0
2390.654113549972,1750.0,3.7674999,1749.478900286372,0.0,1161.57997944831,0.0,1750.0,1.0
2420.6541149749028,1750.0,3.7710431,1749.4555565212052,0.0,1176.158776445109,0.0,1750.0,1.0
2450.654116399819,1750.0,3.774744,1749.470142807947,0.0,1190.737694994303,0.0,1750.0,1.0
2480.6541178247353,1750.0,3.7782872,1749.47125836779,0.0,1205.31662283983,0.0,1750.0,1.0
2510.654119249666,1750.0,3.7817516,1749.4696843037368,0.0,1219.895537568156,0.0,1750.0,1.0
2540.6541206745896,1750.0,3.785413,1749.452329169471,0.0,1234.474307670356,0.0,1750.0,1.0
2570.654122099513,1750.0,3.7890744,1749.467872129344,0.0,1249.053207297228,0.0,1750.0,1.0
2600.6541235244367,1750.0,3.7926571,1749.485308041602,0.0,1263.632252223375,0.0,1750.0,1.0
2630.6541249493603,1750.0,3.7964365,1749.489627076228,0.0,1278.21133314148,0.0,1750.0,1.0
2660.654126374284,1750.0,3.8002946,1749.532345995097,0.0,1292.790770050591,0.0,1750.0,1.0
2690.6541277992146,1750.0,3.804153,1749.498646387323,0.0,1307.369926129625,0.0,1750.0,1.0
2720.654129224131,1750.0,3.8080111,1749.528092471536,0.0,1321.949327592706,0.0,1750.0,1.0
2750.6541306490544,1750.0,3.8119087,1749.500484701038,0.0,1336.528498991021,0.0,1750.0,1.0
2780.6541320739852,1750.0,3.8158457,1749.516763451892,0.0,1351.1078060456,0.0,1750.0,1.0
2810.6541334989015,1750.0,3.8198221,1749.522330484505,0.0,1365.68715949212,0.0,1750.0,1.0
2840.6541349238323,1750.0,3.8239951,1749.48944326276,0.0,1380.2662388784452,0.0,1750.0,1.0
2870.6541363487486,1750.0,3.8279715,1749.4494018746882,0.0,1394.844984586521,0.0,1750.0,1.0
2900.654137773672,1750.0,3.8322234,1749.423394266873,0.0,1409.4235135645208,0.0,1750.0,1.0
2930.654139198603,1750.0,3.836436,1749.436876793902,0.0,1424.002154896918,0.0,1750.0,1.0
2960.654140623519,1750.0,3.8406484,1749.422015254895,0.0,1438.5806723831518,0.0,1750.0,1.0
2990.6541420484355,1750.0,3.844861,1749.438347098195,0.0,1453.159325968085,0.0,1750.0,1.0
3020.6541434733663,1750.0,3.849231,1749.43152106499,0.0,1467.737922669406,0.0,1750.0,1.0
3050.65414489829,1750.0,3.8536799,1749.4063671111069,0.0,1482.3163097544352,0.0,1750.0,1.0
3080.654146323214,1750.0,3.8580105,1749.4398982781338,0.0,1496.8949762658692,0.0,1750.0,1.0
3110.654147748137,1750.0,3.8624198,1749.4186282107848,0.0,1511.473465526733,0.0,1750.0,1.0
3140.6541491730604,1750.0,3.8669474,1749.411932760256,0.0,1526.051898992174,0.0,1750.0,1.0
3170.654150597984,1750.0,3.871593,1749.422409948887,0.0,1540.630419767524,0.0,1750.0,1.0
3200.654152022915,1750.0,3.8759236000000006,1749.435538740581,0.0,1555.209049949476,0.0,1750.0,1.0
3230.654153447831,1750.0,3.8805299,1749.478572820568,0.0,1569.788038748779,0.0,1750.0,1.0
3260.654154872762,1750.0,3.8851361,1749.4846381604489,0.0,1584.367078092583,0.0,1750.0,1.0
3290.654156297678,1750.0,3.8896635,1749.440500784616,0.0,1598.9457496249051,0.0,1750.0,1.0
3320.6541577226017,1750.0,3.8942697,1749.357057469894,0.0,1613.523725796237,0.0,1750.0,1.0
3350.6541591475325,1750.0,3.8989942,1749.345308487705,0.0,1628.10160405938,0.0,1750.0,1.0
3380.6541605724487,1750.0,3.9034822,1749.353264957054,0.0,1642.679548626438,0.0,1750.0,1.0
3410.654161997365,1750.0,3.9080491,1749.3679014228298,0.0,1657.2576151640492,0.0,1750.0,1.0
3440.654163422296,1750.0,3.9126947,1749.3818577779612,0.0,1671.8357980046248,0.0,1750.0,1.0
3470.6541648472194,1750.0,3.9172616,1749.348392830006,0.0,1686.413701970622,0.0,1750.0,1.0
3500.6541662721356,1750.0,3.921710299999999,1749.370868260254,0.0,1700.991793231879,0.0,1750.0,1.0
3530.6541676970664,1750.0,3.9264741,1749.385547540156,0.0,1715.5700068204749,0.0,1750.0,1.0
3560.6541691219827,1750.0,3.9308834,1749.3872536680042,0.0,1730.148234626804,0.0,1750.0,1.0
3590.6541705469135,1750.0,3.935411,1749.519757380786,0.0,1744.727566630791,0.0,1750.0,1.0
3620.654171971837,1750.0,3.9399779,1749.494877710744,0.0,1759.3066913041862,0.0,1750.0,1.0
3650.6541733967606,1750.0,3.9444659,1749.521148933454,0.0,1773.8860349044462,0.0,1750.0,1.0
3680.654174821684,1750.0,3.9488754,1749.49977631891,0.0,1788.465200399577,0.0,1750.0,1.0
3710.654176246608,1750.0,3.9533634,1749.429315889314,0.0,1803.043778724433,0.0,1750.0,1.0
3740.654177671531,1750.0,3.9578123,1749.409070073218,0.0,1817.622188334147,0.0,1750.0,1.0
3770.654179096462,1750.0,3.9623003,1749.416159696905,0.0,1832.200657024061,0.0,1750.0,1.0
3800.6541805213856,1750.0,3.9666703,1749.409740442652,0.0,1846.779072220188,0.0,1750.0,1.0
3830.6541819462946,1750.0,3.9709222,1749.4246682007322,0.0,1861.357611814304,0.0,1750.0,1.0
3860.654183371226,1750.0,3.9752922,1749.439661071114,0.0,1875.936276349012,0.0,1750.0,1.0
3890.654184796149,1750.0,3.9797804,1749.4461464793342,0.0,1890.514994928792,0.0,1750.0,1.0
3920.654186221073,1750.0,3.9840324,1749.430863765217,0.0,1905.093586152615,0.0,1750.0,1.0
3950.6541876460033,1750.0,3.988363,1749.406367005312,0.0,1919.671973236762,0.0,1750.0,1.0
3980.654189070919,1750.0,3.9925754,1749.448062592525,0.0,1934.250707784152,0.0,1750.0,1.0
4010.654190495836,1750.0,3.9968274,1749.4618737409571,0.0,1948.829557424452,0.0,1750.0,1.0
4040.6541919207666,1750.0,4.00104,1749.469069044977,0.0,1963.4084670256211,0.0,1750.0,1.0
4070.65419334569,1750.0,4.0051341,1749.4562018092608,0.0,1977.987269399821,0.0,1750.0,1.0
4100.654194770614,1750.0,4.0093074,1749.4266631225132,0.0,1992.5658256182865,0.0,1750.0,1.0
4130.654196195537,1750.0,4.013401999999999,1749.433700524522,0.0,2007.144440481771,0.0,1750.0,1.0
4160.654197620461,1750.0,4.017496100000001,1749.454246153429,0.0,2021.723226558838,0.0,1750.0,1.0
4190.654199045377,1750.0,4.0215511,1749.4396344272352,0.0,2036.301890871514,0.0,1750.0,1.0
4220.654200470308,1750.0,4.0254097,1749.412012716308,0.0,2050.880325003255,0.0,1750.0,1.0
4250.654201895231,1750.0,4.029386,1749.431547391486,0.0,2065.458921923963,0.0,1750.0,1.0
4280.654203320162,1750.0,4.0333228,1749.406446294046,0.0,2080.03730966885,0.0,1750.0,1.0
4310.6542047450785,1750.0,4.0371809,1749.430746716069,0.0,2094.615899917263,0.0,1750.0,1.0
4340.654206170002,1750.0,4.0411181,1749.446198863772,0.0,2109.19461893358,0.0,1750.0,1.0
4370.654207594933,1750.0,4.0447793,1749.415386755861,0.0,2123.773081182318,0.0,1750.0,1.0
4400.654209019849,1750.0,4.0486374,1749.409650411732,0.0,2138.351495628187,0.0,1750.0,1.0
4430.654210444765,1750.0,4.0523381,1749.459432806829,0.0,2152.930324927368,0.0,1750.0,1.0
4460.654211869696,1750.0,4.0560784,1749.451503111567,0.0,2167.509088145751,0.0,1750.0,1.0
4490.65421329462,1750.0,4.0597792,1749.449061038115,0.0,2182.087831013522,0.0,1750.0,1.0
4520.654214719536,1750.0,4.0634403,1749.435880651372,0.0,2196.666464044732,0.0,1750.0,1.0
4550.654216144474,1750.0,4.066905,1749.437520788013,0.0,2211.245110743747,0.0,1750.0,1.0
4580.654217569383,1750.0,4.0706453,1749.4084278369198,0.0,2225.823515001492,0.0,1750.0,1.0
4610.654218994314,1750.0,4.0741491000000005,1749.447617410254,0.0,2240.40224583903,0.0,1750.0,1.0
4640.654220419237,1750.0,4.0776925,1749.461453924896,0.0,2254.981091980861,0.0,1750.0,1.0
4670.654221844161,1750.0,4.081196299999999,1749.5110279134271,0.0,2269.560351239285,0.0,1750.0,1.0
4700.654223269077,1750.0,4.0847001,1749.5351439441831,0.0,2284.13981146464,0.0,1750.0,1.0
4730.654224694015,1750.0,4.0883222,1749.515110636215,0.0,2298.719104745755,0.0,1750.0,1.0
4760.654226118932,1750.0,4.0919833,1749.5558090717818,0.0,2313.298737180515,0.0,1750.0,1.0
4790.654227543862,1750.0,4.095644999999999,1749.53918893097,0.0,2327.878231114095,0.0,1750.0,1.0
4820.654228968779,1750.0,4.099463500000001,1749.542889288867,0.0,2342.457755883992,0.0,1750.0,1.0
4850.654230393702,1750.0,4.103125100000001,1749.5415913234342,0.0,2357.037269837511,0.0,1750.0,1.0
4880.654231818633,1750.0,4.1071801,1749.536996214603,0.0,2371.616745498454,0.0,1750.0,1.0
4910.6542332435565,1750.0,4.1109991,1749.5223966059211,0.0,2386.196099495985,0.0,1750.0,1.0
4940.6542346684655,1750.0,4.1153688,1749.528870629051,0.0,2400.775507443712,0.0,1750.0,1.0
4970.654236093396,1750.0,4.1195817,1749.5197980790258,0.0,2415.354839786852,0.0,1750.0,1.0
5000.65423751832,1750.0,4.123872799999999,1749.547774786682,0.0,2429.934405269233,0.0,1750.0,1.0
5030.654238943243,1750.0,4.128243,1749.564828358463,0.0,2444.5141128647188,0.0,1750.0,1.0
5060.654240368174,1750.0,4.1329279,1749.538519871757,0.0,2459.0936012228062,0.0,1750.0,1.0
5090.654241793083,1750.0,4.1376519,1749.551345115288,0.0,2473.673196457927,0.0,1750.0,1.0
5120.524243211832,1750.0,4.1426916,1749.5019988169931,0.0,2488.189204009806,0.0,1750.0,1.0
5150.524244636763,1750.0,4.1473765,1749.4420497021852,0.0,2502.767888449775,0.0,1750.0,1.0
5179.794246027013,1750.0,4.1524158,1749.397343655888,0.0,2516.991461416694,0.0,1750.0,1.0
5209.456247435875,1750.0,4.157455000000001,1749.4181514363738,0.0,2531.405695770196,0.0,1750.0,1.0
5238.668248823378,1750.0,4.1624551,1749.420418603437,0.0,2545.601271241184,0.0,1750.0,1.0
5268.668250248302,1750.0,4.1672578,1749.47671092287,0.0,2560.180244524672,0.0,1750.0,1.0
5297.466251616133,1750.0,4.1722579,1749.499651865085,0.0,2574.17527046007,0.0,1750.0,1.0
5327.466253041064,1750.0,4.1770611,1749.533542886316,0.0,2588.754717343276,0.0,1750.0,1.0
5357.244254455436,1750.0,4.1821003,1749.5651624368122,0.0,2603.22653786594,0.0,1750.0,1.0
5387.24425588036,1750.0,4.1865883,1749.610816938635,0.0,2617.806628699613,0.0,1750.0,1.0
5417.244257305283,1750.0,4.1913127999999995,1749.620308792026,0.0,2632.386798632067,0.0,1750.0,1.0
5447.244258730214,1750.0,4.1958404,1749.619770877012,0.0,2646.966964081896,0.0,1750.0,1.0
5476.400260115035,1750.0,4.2000527000000005,1749.646699932363,0.0,2661.137158972508,0.0,1750.0,1.0
5596.4002658147365,4.2000470000000005,4.1996198,1560.971290146172,0.0,2713.1695377821193,4.2000470000000005,0.0,1.0
5716.400271514431,4.2000470000000005,4.199580200000001,1338.606409869314,0.0,2757.789753563776,4.2000470000000005,0.0,1.0
5836.400277214132,4.2000470000000005,4.199738,1200.5376269049311,0.0,2797.807676361356,4.2000470000000005,0.0,1.0
5956.400282913819,4.2000470000000005,4.1995015,1098.849580831534,0.0,2834.435997462159,4.2000470000000005,0.0,1.0
6076.400288613513,4.2000470000000005,4.1995015,1019.8476408776668,0.0,2868.4309204394203,4.2000470000000005,0.0,1.0
6196.4002943132145,4.2000470000000005,4.199658900000001,956.884849700148,0.0,2900.327083611078,4.2000470000000005,0.0,1.0
6316.400300012901,4.2000470000000005,4.1996198,905.589692131858,0.0,2930.5134081159135,4.2000470000000005,0.0,1.0
6436.400305712596,4.2000470000000005,4.199658900000001,861.312629981162,0.0,2959.223830478958,4.2000470000000005,0.0,1.0
6556.4003114122825,4.2000470000000005,4.1996198,820.1715940487004,0.0,2986.56288491245,4.2000470000000005,0.0,1.0
6676.400317111984,4.2000470000000005,4.1995015,779.7547573697642,0.0,3012.5547113926536,4.2000470000000005,0.0,1.0
6796.400322811678,4.2000470000000005,4.1995015,738.7550655640933,0.0,3037.179881414423,4.2000470000000005,0.0,1.0
6916.400328511365,4.2000470000000005,4.1996198,696.6123659951262,0.0,3060.400294717171,4.2000470000000005,0.0,1.0
7036.400334211074,4.2000470000000005,4.199580200000001,652.0051180080626,0.0,3082.133799683059,4.2000470000000005,0.0,1.0
7156.4003399107605,4.2000470000000005,4.1996198,604.7549929187456,0.0,3102.292300404495,4.2000470000000005,0.0,1.0
7276.400345610455,4.2000470000000005,4.199462400000001,555.4878658713982,0.0,3120.808563479683,4.2000470000000005,0.0,1.0
7396.400351310142,4.2000470000000005,4.1996198,505.32164180966714,0.0,3137.6526190067216,4.2000470000000005,0.0,1.0
7516.400357009836,4.2000470000000005,4.199580200000001,455.7209068451207,0.0,3152.843316623078,4.2000470000000005,0.0,1.0
7636.400362709537,4.2000470000000005,4.199658900000001,408.4143905027856,0.0,3166.457130286459,4.2000470000000005,0.0,1.0
7756.400368409224,4.2000470000000005,4.199658900000001,364.8702469238453,0.0,3178.6194724282677,4.2000470000000005,0.0,1.0
7876.400374108933,4.2000470000000005,4.199580200000001,326.13938461246164,0.0,3189.490785765043,4.2000470000000005,0.0,1.0
7996.40037980862,4.2000470000000005,4.199580200000001,293.39298641553313,0.0,3199.270552443408,4.2000470000000005,0.0,1.0
8116.400385508307,4.2000470000000005,4.1995015,266.5244777434969,0.0,3208.154702123499,4.2000470000000005,0.0,1.0
8236.400391208015,4.2000470000000005,4.199541099999999,244.57051051156571,0.0,3216.3070528610997,4.2000470000000005,0.0,1.0
8356.400396907702,4.2000470000000005,4.1995015,227.1960228111646,0.0,3223.88025398118,4.2000470000000005,0.0,1.0
8476.400402607404,4.2000470000000005,4.199580200000001,213.41614923293616,0.0,3230.994125960169,4.2000470000000005,0.0,1.0
8596.40040830709,4.2000470000000005,4.1996198,201.9538520684733,0.0,3237.725921348861,4.2000470000000005,0.0,1.0
8716.400414006785,4.2000470000000005,4.1995015,191.8132159804052,0.0,3244.119695518562,4.2000470000000005,0.0,1.0
8836.400419706486,4.2000470000000005,4.1995015,182.7754615726394,0.0,3250.2122111936965,4.2000470000000005,0.0,1.0
8868.726421241881,4.2000470000000005,4.199541099999999,177.21045650231258,0.0,3251.803462718413,4.2000470000000005,0.0,1.0
