t,control/V/mA,V,I,Q discharge/mA.h,Q charge/mA.h,control/V,control/mA,cycle number
2762.04213118997,1750.0,3.811022,1748.3153737140328,0.0,1341.299523318482,0.0,1750.0,1.0
2792.042132614886,1750.0,3.814998600000001,1748.29907793844,0.0,1355.8686829933,0.0,1750.0,1.0
2822.0421340398025,1750.0,3.8191328,1748.3068510174978,0.0,1370.43790744378,0.0,1750.0,1.0
2852.0421354647333,1750.0,3.822951999999999,1748.320245938736,0.0,1385.007243518609,0.0,1750.0,1.0
2882.042136889657,1750.0,3.8270073,1748.321321964076,0.0,1399.576588560316,0.0,1750.0,1.0
2912.042138314573,1750.0,3.8311415,1748.3450914779212,0.0,1414.146131681315,0.0,1750.0,1.0
2942.042139739504,1750.0,3.835393700000001,1748.332589191731,0.0,1428.7155706165909,0.0,1750.0,1.0
2972.04214116442,1750.0,3.8394885,1748.32903051677,0.0,1443.28497989624,0.0,1750.0,1.0
3002.042142589351,1750.0,3.8438196,1748.3302132641088,0.0,1457.854399032118,0.0,1750.0,1.0
3032.0421440142745,1750.0,3.8480718,1748.333101732397,0.0,1472.423842238566,0.0,1750.0,1.0
3062.042145439191,1750.0,3.8524029,1748.357632501088,0.0,1486.993489868097,0.0,1750.0,1.0
3092.0421468641216,1750.0,3.8568127,1748.3664962620608,0.0,1501.563211362305,0.0,1750.0,1.0
3122.042148289045,1750.0,3.8611832,1748.378642013437,0.0,1516.133034071113,0.0,1750.0,1.0
3152.0421497139687,1750.0,3.8657503,1748.36842561581,0.0,1530.70277164327,0.0,1750.0,1.0
3182.042151138892,1750.0,3.8702388,1748.3659838109131,0.0,1545.272488867052,0.0,1750.0,1.0
3212.042152563816,1750.0,3.874609200000001,1748.376199728396,0.0,1559.842291223483,0.0,1750.0,1.0
3242.0421539887393,1750.0,3.8790977,1748.376857125826,0.0,1574.4120990582269,0.0,1750.0,1.0
3272.042155413663,1750.0,3.883743799999999,1748.3998898233,0.0,1588.9820988321258,0.0,1750.0,1.0
3302.0421568385864,1750.0,3.8882716,1748.3909603722268,0.0,1603.5520241939291,0.0,1750.0,1.0
3332.042158263502,1750.0,3.8927996,1748.4056935583758,0.0,1618.1220723322892,0.0,1750.0,1.0
3362.0421596884335,1750.0,3.8972487,1748.396003308185,0.0,1632.69203971856,0.0,1750.0,1.0
3392.0421611133497,1750.0,3.9018946,1748.449264991853,0.0,1647.262450952216,0.0,1750.0,1.0
3422.042162538288,1750.0,3.9065013,1748.5036954580178,0.0,1661.833315773112,0.0,1750.0,1.0
3452.042163963204,1750.0,3.9110291,1748.411760664208,0.0,1676.403414470689,0.0,1750.0,1.0
3482.0421653881203,1750.0,3.9154782,1748.410750263865,0.0,1690.9735047482638,0.0,1750.0,1.0
3512.0421668130584,1750.0,3.920085,1748.4314984643772,0.0,1705.5437679275171,0.0,1750.0,1.0
3542.0421682379747,1750.0,3.9246128,1748.427046088286,0.0,1720.1139940036348,0.0,1750.0,1.0
3572.042169662891,1750.0,3.9290619,1748.4402038187811,0.0,1734.6843297275118,0.0,1750.0,1.0
3602.042171087829,1750.0,3.9335899,1748.444537046114,0.0,1749.254701561618,0.0,1750.0,1.0
3632.0421725127458,1750.0,3.9380784,1748.438930283685,0.0,1763.825026672702,0.0,1750.0,1.0
3662.042173937669,1750.0,3.9425669,1748.4604399587702,0.0,1778.395531031087,0.0,1750.0,1.0
3692.042175362592,1750.0,3.9469373,1748.472823592622,0.0,1792.966138586426,0.0,1750.0,1.0
3722.042176787516,1750.0,3.9513078,1748.4711166346951,0.0,1807.536731917114,0.0,1750.0,1.0
3752.042178212432,1750.0,3.9557962,1748.4719573410362,0.0,1822.107332253689,0.0,1750.0,1.0
3782.0421796373703,1750.0,3.9602454,1748.484338981073,0.0,1836.678035770602,0.0,1750.0,1.0
3812.0421810622865,1750.0,3.9646158,1748.476934220682,0.0,1851.2486775811765,0.0,1750.0,1.0
3842.042182487203,1750.0,3.968986,1748.492941251172,0.0,1865.819452783678,0.0,1750.0,1.0
3872.042183912141,1750.0,3.9731991,1748.509801919316,0.0,1880.390368491753,0.0,1750.0,1.0
3902.042185337057,1750.0,3.9775693,1748.508580817486,0.0,1894.96127402398,0.0,1750.0,1.0
3932.042186761988,1750.0,3.9819005,1748.523576568727,0.0,1909.532304520806,0.0,1750.0,1.0
3962.042188186911,1750.0,3.9861133,1748.516906061232,0.0,1924.1032794300672,0.0,1750.0,1.0
3992.042189611828,1750.0,3.990444399999999,1748.523143259829,0.0,1938.6743063159852,0.0,1750.0,1.0
4022.0421910367586,1750.0,3.9944999,1748.515881085694,0.0,1953.245272683783,0.0,1750.0,1.0
4052.042192461675,1750.0,3.998673399999999,1748.527109429887,0.0,1967.81633262112,0.0,1750.0,1.0
4082.0421938865984,1750.0,4.0028467,1748.531376112627,0.0,1982.3874281141489,0.0,1750.0,1.0
4112.042195311522,1750.0,4.0068235,1748.5443764782212,0.0,1996.958631943562,0.0,1750.0,1.0
4142.0421967364455,1750.0,4.0110364,1748.554763180201,0.0,2011.52992232883,0.0,1750.0,1.0
4172.042198161369,1750.0,4.0150523,1748.5539488329098,0.0,2026.1012059278696,0.0,1750.0,1.0
4202.042199586293,1750.0,4.0188713,1748.558256580101,0.0,2040.672525424804,0.0,1750.0,1.0
4232.042201011216,1750.0,4.022809,1748.572031725931,0.0,2055.243959714626,0.0,1750.0,1.0
4262.04220243614,1750.0,4.0269036,1748.581708312385,0.0,2069.815474642673,0.0,1750.0,1.0
4292.04220386107,1750.0,4.0306835,1748.577309875094,0.0,2084.386952917073,0.0,1750.0,1.0
4322.042205285987,1750.0,4.0345025,1748.475448641326,0.0,2098.957582347819,0.0,1750.0,1.0
4352.04220671091,1750.0,4.0384398,1748.479467700379,0.0,2113.528245270724,0.0,1750.0,1.0
4382.042208135841,1750.0,4.0422196,1748.485311694243,0.0,2128.098956893581,0.0,1750.0,1.0
4412.042209560757,1750.0,4.0461178,1748.49544969018,0.0,2142.669752999741,0.0,1750.0,1.0
4442.042210985688,1750.0,4.0497398,1748.5068336496,0.0,2157.240643972235,0.0,1750.0,1.0
4472.042212410604,1750.0,4.0534801,1748.4913129472131,0.0,2171.811405605536,0.0,1750.0,1.0
4502.042213835528,1750.0,4.0572209,1748.501029833144,0.0,2186.38224821289,0.0,1750.0,1.0
4532.042215260459,1750.0,4.060921700000001,1748.507320653158,0.0,2200.953143243747,0.0,1750.0,1.0
4562.042216685375,1750.0,4.0646625,1748.508488532334,0.0,2215.52404800693,0.0,1750.0,1.0
4592.042218110291,1750.0,4.068205799999999,1748.51951961905,0.0,2230.095044695841,0.0,1750.0,1.0
4622.042219535222,1750.0,4.0719461,1748.516183681709,0.0,2244.6660135852717,0.0,1750.0,1.0
4652.042220960146,1750.0,4.0755291,1748.505940705307,0.0,2259.236897116563,0.0,1750.0,1.0
4682.042222385069,1750.0,4.0792303,1748.515185358188,0.0,2273.807857686631,0.0,1750.0,1.0
4712.042223809993,1750.0,4.0828919,1748.5230390768909,0.0,2288.378883704359,0.0,1750.0,1.0
4742.042225234916,1750.0,4.0866323,1748.5252042786112,0.0,2302.949927765435,0.0,1750.0,1.0
4772.04222665984,1750.0,4.090254799999999,1748.520097158085,0.0,2317.520929267171,0.0,1750.0,1.0
4802.042228084771,1750.0,4.094073799999999,1748.5190989078071,0.0,2332.091922450154,0.0,1750.0,1.0
4832.042229509687,1750.0,4.097853700000001,1748.510760740885,0.0,2346.66284614841,0.0,1750.0,1.0
4862.042230934603,1750.0,4.1017513,1748.540909453646,0.0,2361.234021085951,0.0,1750.0,1.0
4892.042232359534,1750.0,4.1057677,1748.547948385603,0.0,2375.805254681261,0.0,1750.0,1.0
4922.0422337844575,1750.0,4.1099019,1748.550601095438,0.0,2390.3765103824867,0.0,1750.0,1.0
4952.042235209388,1750.0,4.1139574,1748.542682337677,0.0,2404.947700094061,0.0,1750.0,1.0
4982.042236634305,1750.0,4.1183276,1748.559438155565,0.0,2419.5190294374593,0.0,1750.0,1.0
5012.042238059221,1750.0,4.1226587,1748.550614319721,0.0,2434.090285248887,0.0,1750.0,1.0
5042.042239484152,1750.0,4.1273441,1748.5660834351982,0.0,2448.661669969617,0.0,1750.0,1.0
5072.042240909075,1750.0,4.1318326,1748.570337707457,0.0,2463.233090142618,0.0,1750.0,1.0
5102.042242333991,1750.0,4.136518,1748.572031717793,0.0,2477.804524432372,0.0,1750.0,1.0
5131.724243743818,1750.0,4.141518100000001,1748.5696049731548,0.0,2492.2214815101443,0.0,1750.0,1.0
5161.724245168742,1750.0,4.1462822,1748.5811046909948,0.0,2506.792991408012,0.0,1750.0,1.0
5190.572246538941,1750.0,4.1513219,1748.555621192889,0.0,2520.804751118028,0.0,1750.0,1.0
5220.426247956937,1750.0,4.1563621,1748.508126761506,0.0,2535.3047411446123,0.0,1750.0,1.0
5250.368249379106,1750.0,4.1613622,1748.516497296275,0.0,2549.847542102592,0.0,1750.0,1.0
5280.330250802224,1750.0,4.1663628,1748.503670158372,0.0,2564.399950284152,0.0,1750.0,1.0
5309.44225218497,1750.0,4.1713629,1748.5113000403549,0.0,2578.539579002074,0.0,1750.0,1.0
5339.442253609894,1750.0,4.1761665,1748.509119652096,0.0,2593.11048902459,0.0,1750.0,1.0
5369.194255023038,1750.0,4.1811666,1748.487995861282,0.0,2607.560771614515,0.0,1750.0,1.0
5399.194256447969,1750.0,4.1857733999999995,1748.46847658762,0.0,2622.13134294481,0.0,1750.0,1.0
5429.194257872885,1750.0,4.190576999999999,1748.461950237019,0.0,2636.701859888848,0.0,1750.0,1.0
5459.1942592978085,1750.0,4.1949472000000005,1748.435517433912,0.0,2651.272156559516,0.0,1750.0,1.0
5489.194260722739,1750.0,4.1992388,1748.401086063477,0.0,2665.842166302083,0.0,1750.0,1.0
5494.122260956792,1750.0,4.200065599999999,1748.4096902490242,0.0,2668.23554501397,0.0,1750.0,1.0
5614.122266656494,4.2000027,4.1998692,1568.278782873629,0.0,2720.511506926066,4.2000027,0.0,1.0
5734.122272356188,4.2000027,4.2000265,1347.281254110602,0.0,2765.420884196166,4.2000027,0.0,1.0
5854.122278055889,4.2000027,4.1998692,1209.482428160577,0.0,2805.7369670497633,4.2000027,0.0,1.0
5974.122283755576,4.2000027,4.1999477999999995,1107.403103801728,0.0,2842.650405596448,4.2000027,0.0,1.0
6094.12228945527,4.2000027,4.1999477999999995,1027.488121001824,0.0,2876.900011256611,4.2000027,0.0,1.0
6214.122295154972,4.2000027,4.1999477999999995,963.5077995045932,0.0,2909.016939432237,4.2000027,0.0,1.0
6334.1223008546585,4.2000027,4.2000265,911.1499462846708,0.0,2939.3886057509694,4.2000027,0.0,1.0
6454.122306554353,4.2000027,4.1999083,865.3978201456058,0.0,2968.235201125962,4.2000027,0.0,1.0
6574.12231225404,4.2000027,4.199829599999999,822.4028753015663,0.0,2995.648631604749,4.2000027,0.0,1.0
6694.122317953741,4.2000027,4.199829599999999,779.9940970027648,0.0,3021.6484360730988,4.2000027,0.0,1.0
6814.122323653435,4.2000027,4.1999477999999995,736.7705845060076,0.0,3046.207456723123,4.2000027,0.0,1.0
6934.122329353122,4.2000027,4.1999477999999995,691.8472525160125,0.0,3069.269032902356,4.2000027,0.0,1.0
7054.1223350528235,4.2000027,4.1999083,644.6430953444343,0.0,3090.757137101134,4.2000027,0.0,1.0
7174.122340752518,4.2000027,4.199829599999999,595.2829392742022,0.0,3110.599902686088,4.2000027,0.0,1.0
7294.122346452219,4.2000027,4.199986900000001,544.3470623396854,0.0,3128.7448056259136,4.2000027,0.0,1.0
7414.122352151906,4.2000027,4.1999083,493.3293616770604,0.0,3145.189118462879,4.2000027,0.0,1.0
7534.122357851593,4.2000027,4.19979,444.0132139065367,0.0,3159.9895596294127,4.2000027,0.0,1.0
7654.122363551294,4.2000027,4.199829599999999,397.8032993238427,0.0,3173.249670236696,4.2000027,0.0,1.0
7774.122369250988,4.2000027,4.1999477999999995,355.808002590078,0.0,3185.109937553031,4.2000027,0.0,1.0
7894.12237495069,4.2000027,4.1999477999999995,319.01721180570684,0.0,3195.743845118305,4.2000027,0.0,1.0
8014.122380650377,4.2000027,4.1999083,287.685779838975,0.0,3205.333371568415,4.2000027,0.0,1.0
8134.122386350071,4.2000027,4.19979,261.5540452072613,0.0,3214.051840156096,4.2000027,0.0,1.0
8254.122392049772,4.2000027,4.2000265,239.90131747035008,0.0,3222.048551118264,4.2000027,0.0,1.0
8374.12239774946,4.2000027,4.1999083,221.8760639078127,0.0,3229.444420266476,4.2000027,0.0,1.0
8494.122403449153,4.2000027,4.1998692,206.57258742775932,0.0,3236.330173507791,4.2000027,0.0,1.0
8614.12240914884,4.2000027,4.199986900000001,193.0861358532639,0.0,3242.766378341936,4.2000027,0.0,1.0
